1291,8.41E+17, Mon Mar 13 17:20:31 +0000 2017,1.49E+12, its just offensive to me when the dentist writes a script for 5 mg lortab lol,  lortab,1188059742, britty_babii, ,0,0,331, Oklahoma: USA, None
1402,8.41E+17, Mon Mar 13 23:00:36 +0000 2017,1.49E+12, psa lortabs are portable ,  lortab,1730735569, CasonMB, 9volt battery,0,0,59, Birmingham: AL, None
157,8.45E+17, Thu Mar 23 02:51:15 +0000 2017,1.49E+12, four hours in the er and i puke on a lortab my bitch card is showing,  lortab,90298784, SamInteractive, the people of chs welcome all to see in the flourishing of these trees a living symbol of the healing power of forgiveness,0,0,1650, Charleston: SC, None
1162,8.46E+17, Sun Mar 26 05:57:44 +0000 2017,1.49E+12, im not a fan of walking on a broken foot. the lortabs the doc prescribed help a lot but monday cant come soon enuff orthopedicsurgeonday,  lortab,1639580018, MickRowe, sesac writer with a ton of music on television via getty images music department guitar world  hit parader said i was awesome..so theres that,0,0,80, Evansville via Hollywood, None
1180,8.46E+17, Sun Mar 26 09:38:38 +0000 2017,1.49E+12, @pytop12 lortabs,  lortab,533654165, funiejosh, so nerdy but the flow wordy. i study computer science at portsmouth. musictvmoviesvideo games. bae @rachmcclelland ,0,0,1048, Portsmouth: England, None
2192,8.47E+17, Wed Mar 29 01:40:54 +0000 2017,1.49E+12, im about to be knocked out from these lortab ,  lortab,517005779, Dalton_Voss7, if i took a shot for every time i gave a fuck  id be sober. drinkingclass,0,0,820, None, None
2371,8.47E+17, Wed Mar 29 14:27:20 +0000 2017,1.49E+12, my phone just autocorrected lortab to koreans,  lortab,4674095172, j_sparklestorm, just an artist trying to achieve greatness. avid twitch fan  ig fb artist  dog lover  scary movie fan  supernatural fan guy  married to a superman,0,0,527, Enid: OK, None
2375,8.47E+17, Wed Mar 29 14:42:04 +0000 2017,1.49E+12, this news actually makes me want to eat a pie made of lortab. ,  lortab,382924739, patrickcrain73, movies. politics. smug liberal. zappa. stones. altman. cassavetes. more. okc film society. proudly blocked by roger stone.,0,0,1488, None, None
3304,8.48E+17, Thu Mar 30 23:42:58 +0000 2017,1.49E+12, the lortab effect is happening.,  lortab,3024715964, AmandaCantu18, im a red head so that makes me exotic hardcore libra scamandacantuxo,0,0,609, Hot Ass Texas , None
253,8.49E+17, Tue Apr 04 06:26:38 +0000 2017,1.49E+12, oxycotton  xanax bars  percocet and lortab  valiums  morphine  patches  exstacy  and its all up for grab,  lortab,165878137, Morgan_Taylor50, rip boomer. i love you                                   i prefer the trippy things in life.,0,0,113, probs doing something illegal, None
858,8.50E+17, Wed Apr 05 23:39:21 +0000 2017,1.49E+12, my first set of painkillerstramadolwerent helping. got a rx for liquid lortab this one at least kinda takes the edge off. this is rough.,  lortab,52680990, liliana_luna, none,0,0,233, Abilene: TX, None
108,8.27E+17, Thu Feb 02 23:44:44 +0000 2017,1.49E+12, fried chicken for dinner and liquid lortablaced snack pack for dessert.,  lortab,15091907, scoccaro, i am delightful . @chswxs nasty woman. ,0,0,5096, 32.7765ŒÁ N: 79.9311ŒÁ W, None
590,8.28E+17, Sun Feb 05 17:20:59 +0000 2017,1.49E+12, 010 recommend leaving your drink unattended at the bar bc creep guys think they should slip some lortabs in it,  lortab,1700193498, nat_wooten, university of alabama,0,0,432, Tuscaloosa: AL, None
930,8.30E+17, Fri Feb 10 02:20:43 +0000 2017,1.49E+12, helath care  stretch and exercise   medical care  prescription lortab   flexeril  sit on the couch until you feel better,  lortab,322777564, gregprine, sometimes serious  sometimes funny  just like real life  except filtered by social media. freedom and liberty are the most important thing to me. liberty lover,0,0,1195, Hattiesburg: MS, None
1782,8.33E+17, Mon Feb 20 00:26:47 +0000 2017,1.49E+12, medicatedcelebs courtney lortab.,  lortab,247490725, thetickster73, christian and loving the new life god has blessed me with enjoy lounging around watching movies listening to music e.t.c,0,0,899, Garland Texas, None
248,8.39E+17, Tue Mar 07 12:31:58 +0000 2017,1.49E+12, oxycotin some lortabs  crush it up  hit the blunt,  lortab,533654165, funiejosh, so nerdy but the flow wordy. i study computer science at portsmouth. musictvmoviesvideo games. bae @rachmcclelland ,0,0,1074, Portsmouth: England, None
843,8.40E+17, Thu Mar 09 03:55:24 +0000 2017,1.49E+12, do i know anyone writing a story on opioidepidemic i was prescribed lortab when i was 14been prescribed codeine for 10 years for copd.,  lortab,86430029, thatchelseagirl, austin  copd  fashion  feminist  montana  optoutside  showerthoughts  taurusbabe  texasforever. rts are never endorsements.,0,0,350, Austin: TX, None